,ROUTE,count,DEST,ORIGIN
408,"Row(_1=u'14893', _2=u'14679')",9352,SAN,SMF
409,"Row(_1=u'14869', _2=u'11298')",9351,DFW,SLC
410,"Row(_1=u'14869', _2=u'14771')",9319,SFO,SLC
411,"Row(_1=u'11057', _2=u'15304')",9312,TPA,CLT
412,"Row(_1=u'11057', _2=u'14107')",9271,PHX,CLT
413,"Row(_1=u'11066', _2=u'13930')",9244,ORD,CMH
414,"Row(_1=u'14831', _2=u'12889')",9232,LAS,SJC
415,"Row(_1=u'14107', _2=u'11057')",9222,CLT,PHX
416,"Row(_1=u'12889', _2=u'14831')",9211,SJC,LAS
417,"Row(_1=u'14027', _2=u'12953')",9165,LGA,PBI
418,"Row(_1=u'11292', _2=u'11618')",9164,EWR,DEN
419,"Row(_1=u'12953', _2=u'14027')",9163,PBI,LGA
420,"Row(_1=u'12266', _2=u'13495')",9148,MSY,IAH
421,"Row(_1=u'13830', _2=u'12892')",9084,LAX,OGG
422,"Row(_1=u'12892', _2=u'13830')",9083,OGG,LAX
423,"Row(_1=u'11618', _2=u'11292')",9059,DEN,EWR
424,"Row(_1=u'13232', _2=u'12889')",9055,LAS,MDW
425,"Row(_1=u'12889', _2=u'12266')",9025,IAH,LAS
426,"Row(_1=u'14107', _2=u'11433')",9014,DTW,PHX
427,"Row(_1=u'12266', _2=u'12889')",9010,LAS,IAH
428,"Row(_1=u'12889', _2=u'13232')",9001,MDW,LAS
429,"Row(_1=u'11433', _2=u'14107')",8999,PHX,DTW
430,"Row(_1=u'14730', _2=u'10397')",8987,ATL,SDF
431,"Row(_1=u'10397', _2=u'14730')",8986,SDF,ATL
432,"Row(_1=u'13931', _2=u'10397')",8915,ATL,ORF
433,"Row(_1=u'10397', _2=u'13931')",8913,ORF,ATL
434,"Row(_1=u'11292', _2=u'10423')",8911,AUS,DEN
435,"Row(_1=u'10397', _2=u'11042')",8896,CLE,ATL
436,"Row(_1=u'11042', _2=u'10397')",8877,ATL,CLE
437,"Row(_1=u'13485', _2=u'13930')",8875,ORD,MSN
438,"Row(_1=u'13930', _2=u'13485')",8822,MSN,ORD
439,"Row(_1=u'14679', _2=u'13930')",8786,ORD,SAN
440,"Row(_1=u'13930', _2=u'14679')",8770,SAN,ORD
441,"Row(_1=u'13198', _2=u'11292')",8755,DEN,MCI
442,"Row(_1=u'13487', _2=u'11298')",8735,DFW,MSP
443,"Row(_1=u'11298', _2=u'13487')",8730,MSP,DFW
444,"Row(_1=u'11298', _2=u'10693')",8715,BNA,DFW
445,"Row(_1=u'13303', _2=u'11618')",8715,EWR,MIA
446,"Row(_1=u'10693', _2=u'11298')",8714,DFW,BNA
447,"Row(_1=u'10397', _2=u'10980')",8708,CHA,ATL
448,"Row(_1=u'11618', _2=u'13303')",8704,MIA,EWR
449,"Row(_1=u'14747', _2=u'14908')",8699,SNA,SEA
450,"Row(_1=u'14908', _2=u'14747')",8694,SEA,SNA
451,"Row(_1=u'10397', _2=u'14747')",8670,SEA,ATL
452,"Row(_1=u'14747', _2=u'10397')",8662,ATL,SEA
453,"Row(_1=u'11292', _2=u'13198')",8659,MCI,DEN
454,"Row(_1=u'13232', _2=u'13198')",8633,MCI,MDW
455,"Row(_1=u'10980', _2=u'10397')",8623,ATL,CHA
456,"Row(_1=u'11433', _2=u'13487')",8618,MSP,DTW
457,"Row(_1=u'13487', _2=u'11433')",8616,DTW,MSP
458,"Row(_1=u'13198', _2=u'13232')",8614,MDW,MCI
459,"Row(_1=u'13232', _2=u'13204')",8594,MCO,MDW
460,"Row(_1=u'14747', _2=u'13487')",8583,MSP,SEA
461,"Row(_1=u'13487', _2=u'14747')",8580,SEA,MSP
462,"Row(_1=u'14843', _2=u'11697')",8570,FLL,SJU
463,"Row(_1=u'13204', _2=u'13232')",8567,MDW,MCO
464,"Row(_1=u'11697', _2=u'14843')",8560,SJU,FLL
465,"Row(_1=u'12889', _2=u'11433')",8550,DTW,LAS
466,"Row(_1=u'11433', _2=u'12889')",8545,LAS,DTW
467,"Row(_1=u'13232', _2=u'11433')",8527,DTW,MDW
468,"Row(_1=u'13204', _2=u'11433')",8525,DTW,MCO
469,"Row(_1=u'11433', _2=u'13204')",8525,MCO,DTW
470,"Row(_1=u'13796', _2=u'14107')",8503,PHX,OAK
471,"Row(_1=u'11292', _2=u'11433')",8501,DTW,DEN
472,"Row(_1=u'11433', _2=u'13232')",8498,MDW,DTW
473,"Row(_1=u'11298', _2=u'11433')",8493,DTW,DFW
474,"Row(_1=u'14747', _2=u'11884')",8488,GEG,SEA
475,"Row(_1=u'11884', _2=u'14747')",8482,SEA,GEG
476,"Row(_1=u'10423', _2=u'11292')",8481,DEN,AUS
477,"Row(_1=u'14107', _2=u'13796')",8461,OAK,PHX
478,"Row(_1=u'10397', _2=u'11996')",8457,GSP,ATL
479,"Row(_1=u'11996', _2=u'10397')",8451,ATL,GSP
480,"Row(_1=u'10397', _2=u'10868')",8444,CAE,ATL
481,"Row(_1=u'10868', _2=u'10397')",8441,ATL,CAE
482,"Row(_1=u'11433', _2=u'11292')",8414,DEN,DTW
483,"Row(_1=u'12478', _2=u'11057')",8406,CLT,JFK
484,"Row(_1=u'11057', _2=u'12478')",8401,JFK,CLT
485,"Row(_1=u'15376', _2=u'12892')",8394,LAX,TUS
486,"Row(_1=u'10397', _2=u'14869')",8392,SLC,ATL
487,"Row(_1=u'14869', _2=u'10397')",8389,ATL,SLC
488,"Row(_1=u'14307', _2=u'10821')",8387,BWI,PVD
489,"Row(_1=u'11995', _2=u'10397')",8380,ATL,GSO
490,"Row(_1=u'10397', _2=u'11995')",8372,GSO,ATL
491,"Row(_1=u'10821', _2=u'14307')",8366,PVD,BWI
492,"Row(_1=u'11259', _2=u'10397')",8363,ATL,DAL
493,"Row(_1=u'12892', _2=u'15376')",8362,TUS,LAX
494,"Row(_1=u'11042', _2=u'12953')",8357,LGA,CLE
495,"Row(_1=u'11433', _2=u'11298')",8353,DFW,DTW
496,"Row(_1=u'12953', _2=u'11042')",8347,CLE,LGA
497,"Row(_1=u'10529', _2=u'10397')",8333,ATL,BDL
498,"Row(_1=u'11278', _2=u'11057')",8330,CLT,DCA
499,"Row(_1=u'10397', _2=u'11259')",8327,DAL,ATL
500,"Row(_1=u'10397', _2=u'10529')",8325,BDL,ATL
501,"Row(_1=u'11618', _2=u'11298')",8318,DFW,EWR
502,"Row(_1=u'13930', _2=u'14869')",8301,SLC,ORD
503,"Row(_1=u'14869', _2=u'13930')",8301,ORD,SLC
504,"Row(_1=u'10140', _2=u'14107')",8298,PHX,ABQ
505,"Row(_1=u'14027', _2=u'11618')",8290,EWR,PBI
506,"Row(_1=u'11618', _2=u'14027')",8286,PBI,EWR
507,"Row(_1=u'15016', _2=u'11298')",8284,DFW,STL
508,"Row(_1=u'14893', _2=u'12889')",8283,LAS,SMF
509,"Row(_1=u'14107', _2=u'10140')",8283,ABQ,PHX
510,"Row(_1=u'10821', _2=u'11433')",8275,DTW,BWI
511,"Row(_1=u'11298', _2=u'15016')",8274,STL,DFW
512,"Row(_1=u'13204', _2=u'12266')",8273,IAH,MCO
513,"Row(_1=u'12889', _2=u'14057')",8269,PDX,LAS
514,"Row(_1=u'10397', _2=u'10781')",8258,BTR,ATL
515,"Row(_1=u'11433', _2=u'10821')",8256,BWI,DTW
516,"Row(_1=u'10781', _2=u'10397')",8256,ATL,BTR
517,"Row(_1=u'12266', _2=u'13204')",8250,MCO,IAH
518,"Row(_1=u'14057', _2=u'12889')",8234,LAS,PDX
519,"Row(_1=u'12339', _2=u'13930')",8227,ORD,IND
520,"Row(_1=u'11292', _2=u'14893')",8225,SMF,DEN
521,"Row(_1=u'12889', _2=u'14893')",8225,SMF,LAS
522,"Row(_1=u'12892', _2=u'10423')",8223,AUS,LAX
523,"Row(_1=u'10423', _2=u'12892')",8222,LAX,AUS
524,"Row(_1=u'14893', _2=u'11292')",8179,DEN,SMF
525,"Row(_1=u'11057', _2=u'11278')",8151,DCA,CLT
526,"Row(_1=u'15370', _2=u'11298')",8139,DFW,TUL
527,"Row(_1=u'14100', _2=u'13303')",8121,MIA,PHL
528,"Row(_1=u'11298', _2=u'15370')",8120,TUL,DFW
529,"Row(_1=u'13303', _2=u'14100')",8119,PHL,MIA
530,"Row(_1=u'13930', _2=u'11423')",8114,DSM,ORD
531,"Row(_1=u'14908', _2=u'13796')",8111,OAK,SNA
532,"Row(_1=u'13796', _2=u'14908')",8102,SNA,OAK
533,"Row(_1=u'11057', _2=u'11697')",8101,FLL,CLT
534,"Row(_1=u'11697', _2=u'11057')",8100,CLT,FLL
535,"Row(_1=u'13495', _2=u'11298')",8013,DFW,MSY
536,"Row(_1=u'11298', _2=u'13495')",8012,MSY,DFW
537,"Row(_1=u'14107', _2=u'14100')",8009,PHL,PHX
538,"Row(_1=u'11057', _2=u'14492')",8008,RDU,CLT
539,"Row(_1=u'14492', _2=u'11057')",8007,CLT,RDU
540,"Row(_1=u'11057', _2=u'14122')",8000,PIT,CLT
541,"Row(_1=u'12266', _2=u'14683')",7998,SAT,IAH
542,"Row(_1=u'15016', _2=u'13930')",7990,ORD,STL
543,"Row(_1=u'11292', _2=u'10721')",7978,BOS,DEN
544,"Row(_1=u'13342', _2=u'13487')",7962,MSP,MKE
545,"Row(_1=u'14100', _2=u'14107')",7952,PHX,PHL
546,"Row(_1=u'11298', _2=u'13198')",7947,MCI,DFW
547,"Row(_1=u'13198', _2=u'11298')",7947,DFW,MCI
548,"Row(_1=u'10721', _2=u'11292')",7945,DEN,BOS
549,"Row(_1=u'12266', _2=u'12953')",7932,LGA,IAH
550,"Row(_1=u'12478', _2=u'15304')",7929,TPA,JFK
551,"Row(_1=u'15304', _2=u'12478')",7928,JFK,TPA
552,"Row(_1=u'14057', _2=u'14869')",7919,SLC,PDX
553,"Row(_1=u'10397', _2=u'12217')",7917,HSV,ATL
554,"Row(_1=u'12217', _2=u'10397')",7917,ATL,HSV
555,"Row(_1=u'11697', _2=u'11298')",7914,DFW,FLL
556,"Row(_1=u'14869', _2=u'14057')",7913,PDX,SLC
557,"Row(_1=u'11298', _2=u'11697')",7901,FLL,DFW
558,"Row(_1=u'13487', _2=u'13342')",7898,MKE,MSP
559,"Row(_1=u'10397', _2=u'10208')",7875,AGS,ATL
560,"Row(_1=u'10208', _2=u'10397')",7875,ATL,AGS
561,"Row(_1=u'12953', _2=u'12266')",7858,IAH,LGA
562,"Row(_1=u'11259', _2=u'13495')",7847,MSY,DAL
563,"Row(_1=u'12478', _2=u'10792')",7843,BUF,JFK
564,"Row(_1=u'10792', _2=u'12478')",7839,JFK,BUF
565,"Row(_1=u'13487', _2=u'12889')",7832,LAS,MSP
566,"Row(_1=u'12889', _2=u'13487')",7823,MSP,LAS
567,"Row(_1=u'13495', _2=u'11259')",7822,DAL,MSY
568,"Row(_1=u'11298', _2=u'15304')",7818,TPA,DFW
569,"Row(_1=u'14122', _2=u'11057')",7816,CLT,PIT
570,"Row(_1=u'15304', _2=u'11298')",7816,DFW,TPA
571,"Row(_1=u'14771', _2=u'13487')",7815,MSP,SFO
572,"Row(_1=u'13930', _2=u'12339')",7800,IND,ORD
573,"Row(_1=u'13487', _2=u'14771')",7789,SFO,MSP
574,"Row(_1=u'12892', _2=u'13204')",7788,MCO,LAX
575,"Row(_1=u'13204', _2=u'12892')",7787,LAX,MCO
576,"Row(_1=u'14057', _2=u'14831')",7763,SJC,PDX
577,"Row(_1=u'13851', _2=u'11298')",7760,DFW,OKC
578,"Row(_1=u'11298', _2=u'13851')",7758,OKC,DFW
579,"Row(_1=u'14771', _2=u'14689')",7757,SBA,SFO
580,"Row(_1=u'14831', _2=u'14057')",7754,PDX,SJC
581,"Row(_1=u'14689', _2=u'14771')",7753,SFO,SBA
582,"Row(_1=u'14683', _2=u'12266')",7743,IAH,SAT
583,"Row(_1=u'13198', _2=u'11259')",7720,DAL,MCI
584,"Row(_1=u'11298', _2=u'11618')",7720,EWR,DFW
585,"Row(_1=u'14843', _2=u'13303')",7717,MIA,SJU
586,"Row(_1=u'13303', _2=u'14843')",7715,SJU,MIA
587,"Row(_1=u'15304', _2=u'11278')",7713,DCA,TPA
588,"Row(_1=u'11278', _2=u'15304')",7713,TPA,DCA
589,"Row(_1=u'13930', _2=u'15016')",7712,STL,ORD
590,"Row(_1=u'11259', _2=u'13198')",7685,MCI,DAL
591,"Row(_1=u'11697', _2=u'11278')",7658,DCA,FLL
592,"Row(_1=u'11278', _2=u'11697')",7655,FLL,DCA
593,"Row(_1=u'14908', _2=u'12889')",7649,LAS,SNA
594,"Row(_1=u'12889', _2=u'14908')",7638,SNA,LAS
595,"Row(_1=u'13232', _2=u'15016')",7637,STL,MDW
596,"Row(_1=u'15016', _2=u'13232')",7608,MDW,STL
597,"Row(_1=u'11298', _2=u'10781')",7588,BTR,DFW
598,"Row(_1=u'10781', _2=u'11298')",7586,DFW,BTR
599,"Row(_1=u'13303', _2=u'10721')",7582,BOS,MIA
600,"Row(_1=u'10721', _2=u'13303')",7578,MIA,BOS
601,"Row(_1=u'10397', _2=u'11193')",7557,CVG,ATL
602,"Row(_1=u'11193', _2=u'10397')",7554,ATL,CVG
603,"Row(_1=u'13871', _2=u'11292')",7538,DEN,OMA
604,"Row(_1=u'13296', _2=u'10821')",7505,BWI,MHT
605,"Row(_1=u'14057', _2=u'13930')",7503,ORD,PDX
606,"Row(_1=u'10821', _2=u'13296')",7499,MHT,BWI
607,"Row(_1=u'11433', _2=u'11697')",7499,FLL,DTW
608,"Row(_1=u'11697', _2=u'11433')",7497,DTW,FLL
609,"Row(_1=u'11977', _2=u'13930')",7483,ORD,GRB
610,"Row(_1=u'13930', _2=u'11977')",7482,GRB,ORD
611,"Row(_1=u'13930', _2=u'14057')",7481,PDX,ORD
612,"Row(_1=u'14100', _2=u'15304')",7472,TPA,PHL
613,"Row(_1=u'11292', _2=u'13871')",7469,OMA,DEN
614,"Row(_1=u'10397', _2=u'14193')",7458,PNS,ATL
615,"Row(_1=u'14193', _2=u'10397')",7458,ATL,PNS
616,"Row(_1=u'13487', _2=u'14100')",7448,PHL,MSP
617,"Row(_1=u'14100', _2=u'13487')",7444,MSP,PHL
618,"Row(_1=u'14107', _2=u'13232')",7434,MDW,PHX
619,"Row(_1=u'11423', _2=u'13930')",7432,ORD,DSM
620,"Row(_1=u'13232', _2=u'14107')",7425,PHX,MDW
621,"Row(_1=u'14262', _2=u'14771')",7419,SFO,PSP
622,"Row(_1=u'14100', _2=u'11292')",7408,DEN,PHL
623,"Row(_1=u'13930', _2=u'15304')",7401,TPA,ORD
624,"Row(_1=u'10529', _2=u'10821')",7400,BWI,BDL
625,"Row(_1=u'14771', _2=u'14262')",7400,PSP,SFO
626,"Row(_1=u'13487', _2=u'12953')",7398,LGA,MSP
627,"Row(_1=u'12953', _2=u'13487')",7397,MSP,LGA
628,"Row(_1=u'11292', _2=u'14100')",7394,PHL,DEN
629,"Row(_1=u'15304', _2=u'13930')",7386,ORD,TPA
630,"Row(_1=u'14771', _2=u'14100')",7377,PHL,SFO
631,"Row(_1=u'12478', _2=u'14107')",7368,PHX,JFK
632,"Row(_1=u'13487', _2=u'15016')",7363,STL,MSP
633,"Row(_1=u'14107', _2=u'12478')",7361,JFK,PHX
634,"Row(_1=u'12266', _2=u'10781')",7354,BTR,IAH
635,"Row(_1=u'10781', _2=u'12266')",7353,IAH,BTR
636,"Row(_1=u'12448', _2=u'10397')",7352,ATL,JAN
637,"Row(_1=u'10397', _2=u'12448')",7349,JAN,ATL
638,"Row(_1=u'10693', _2=u'12953')",7340,LGA,BNA
639,"Row(_1=u'10821', _2=u'10529')",7337,BDL,BWI
640,"Row(_1=u'13277', _2=u'10397')",7334,ATL,MGM
641,"Row(_1=u'15304', _2=u'10821')",7333,BWI,TPA
642,"Row(_1=u'10397', _2=u'13277')",7331,MGM,ATL
643,"Row(_1=u'15304', _2=u'14100')",7328,PHL,TPA
644,"Row(_1=u'14100', _2=u'14771')",7326,SFO,PHL
645,"Row(_1=u'15016', _2=u'13487')",7306,MSP,STL
646,"Row(_1=u'10821', _2=u'15304')",7296,TPA,BWI
647,"Row(_1=u'10397', _2=u'13422')",7280,MOB,ATL
648,"Row(_1=u'13422', _2=u'10397')",7280,ATL,MOB
649,"Row(_1=u'12953', _2=u'13232')",7268,MDW,LGA
650,"Row(_1=u'11292', _2=u'13342')",7257,MKE,DEN
651,"Row(_1=u'11259', _2=u'15016')",7248,STL,DAL
652,"Row(_1=u'11292', _2=u'10693')",7244,BNA,DEN
653,"Row(_1=u'15016', _2=u'11259')",7231,DAL,STL
654,"Row(_1=u'11298', _2=u'14814')",7213,SHV,DFW
655,"Row(_1=u'14814', _2=u'11298')",7212,DFW,SHV
656,"Row(_1=u'13232', _2=u'12953')",7192,LGA,MDW
657,"Row(_1=u'13342', _2=u'11292')",7174,DEN,MKE
658,"Row(_1=u'14747', _2=u'12478')",7174,JFK,SEA
659,"Row(_1=u'12478', _2=u'14747')",7172,SEA,JFK
660,"Row(_1=u'14107', _2=u'11618')",7162,EWR,PHX
661,"Row(_1=u'13930', _2=u'13198')",7157,MCI,ORD
662,"Row(_1=u'11298', _2=u'15376')",7156,TUS,DFW
663,"Row(_1=u'10693', _2=u'11292')",7154,DEN,BNA
664,"Row(_1=u'15376', _2=u'11298')",7154,DFW,TUS
665,"Row(_1=u'11618', _2=u'14107')",7148,PHX,EWR
666,"Row(_1=u'11292', _2=u'14831')",7146,SJC,DEN
667,"Row(_1=u'12953', _2=u'10693')",7130,BNA,LGA
668,"Row(_1=u'10397', _2=u'12945')",7125,LEX,ATL
669,"Row(_1=u'10423', _2=u'12266')",7111,IAH,AUS
670,"Row(_1=u'12266', _2=u'14747')",7098,SEA,IAH
671,"Row(_1=u'13930', _2=u'11986')",7097,GRR,ORD
672,"Row(_1=u'14747', _2=u'12266')",7096,IAH,SEA
673,"Row(_1=u'11109', _2=u'11292')",7094,DEN,COS
674,"Row(_1=u'14679', _2=u'14869')",7090,SLC,SAN
675,"Row(_1=u'14869', _2=u'14679')",7088,SAN,SLC
676,"Row(_1=u'12945', _2=u'10397')",7088,ATL,LEX
677,"Row(_1=u'13796', _2=u'13891')",7086,ONT,OAK
678,"Row(_1=u'14831', _2=u'11292')",7079,DEN,SJC
679,"Row(_1=u'11292', _2=u'11109')",7067,COS,DEN
680,"Row(_1=u'11278', _2=u'13232')",7062,MDW,DCA
681,"Row(_1=u'11697', _2=u'14100')",7046,PHL,FLL
682,"Row(_1=u'13891', _2=u'13796')",7042,OAK,ONT
683,"Row(_1=u'13232', _2=u'11278')",7040,DCA,MDW
684,"Row(_1=u'11697', _2=u'13930')",7033,ORD,FLL
685,"Row(_1=u'14100', _2=u'11697')",7028,FLL,PHL
686,"Row(_1=u'14771', _2=u'13891')",7027,ONT,SFO
687,"Row(_1=u'13891', _2=u'14771')",7026,SFO,ONT
688,"Row(_1=u'13930', _2=u'11697')",7023,FLL,ORD
689,"Row(_1=u'13930', _2=u'11003')",7022,CID,ORD
690,"Row(_1=u'14908', _2=u'14893')",7015,SMF,SNA
691,"Row(_1=u'14831', _2=u'10800')",7015,BUR,SJC
692,"Row(_1=u'10800', _2=u'14831')",7013,SJC,BUR
693,"Row(_1=u'13232', _2=u'10693')",7010,BNA,MDW
694,"Row(_1=u'12892', _2=u'11638')",7005,FAT,LAX
695,"Row(_1=u'15624', _2=u'10397')",6993,ATL,VPS
696,"Row(_1=u'10397', _2=u'15624')",6992,VPS,ATL
697,"Row(_1=u'10874', _2=u'10397')",6991,ATL,CAK
698,"Row(_1=u'10397', _2=u'10874')",6989,CAK,ATL
699,"Row(_1=u'14893', _2=u'14908')",6972,SNA,SMF
700,"Row(_1=u'14771', _2=u'12173')",6960,HNL,SFO
701,"Row(_1=u'10693', _2=u'13232')",6956,MDW,BNA
702,"Row(_1=u'11292', _2=u'11057')",6950,CLT,DEN
703,"Row(_1=u'12173', _2=u'14771')",6950,SFO,HNL
704,"Row(_1=u'11057', _2=u'11292')",6948,DEN,CLT
705,"Row(_1=u'10721', _2=u'11697')",6937,FLL,BOS
706,"Row(_1=u'13930', _2=u'15919')",6934,XNA,ORD
707,"Row(_1=u'11057', _2=u'13487')",6934,MSP,CLT
708,"Row(_1=u'14908', _2=u'13930')",6932,ORD,SNA
709,"Row(_1=u'11697', _2=u'10721')",6929,BOS,FLL
710,"Row(_1=u'10800', _2=u'14893')",6926,SMF,BUR
711,"Row(_1=u'13930', _2=u'14908')",6926,SNA,ORD
712,"Row(_1=u'14893', _2=u'10800')",6913,BUR,SMF
713,"Row(_1=u'12266', _2=u'10423')",6907,AUS,IAH
714,"Row(_1=u'11618', _2=u'15304')",6897,TPA,EWR
715,"Row(_1=u'11986', _2=u'13930')",6891,ORD,GRR
716,"Row(_1=u'13851', _2=u'10397')",6891,ATL,OKC
717,"Row(_1=u'15304', _2=u'11618')",6889,EWR,TPA
718,"Row(_1=u'10397', _2=u'13851')",6888,OKC,ATL
719,"Row(_1=u'10397', _2=u'14679')",6880,SAN,ATL
720,"Row(_1=u'10693', _2=u'11433')",6879,DTW,BNA
721,"Row(_1=u'10721', _2=u'12264')",6876,IAD,BOS
722,"Row(_1=u'13487', _2=u'11057')",6875,CLT,MSP
723,"Row(_1=u'14679', _2=u'10397')",6874,ATL,SAN
724,"Row(_1=u'12951', _2=u'12266')",6865,IAH,LFT
725,"Row(_1=u'13198', _2=u'13930')",6862,ORD,MCI
726,"Row(_1=u'14100', _2=u'11433')",6849,DTW,PHL
727,"Row(_1=u'12266', _2=u'12951')",6847,LFT,IAH
728,"Row(_1=u'10397', _2=u'15249')",6842,TLH,ATL
729,"Row(_1=u'11433', _2=u'14100')",6838,PHL,DTW
730,"Row(_1=u'15249', _2=u'10397')",6835,ATL,TLH
731,"Row(_1=u'11292', _2=u'15016')",6834,STL,DEN
732,"Row(_1=u'15919', _2=u'13930')",6816,ORD,XNA
733,"Row(_1=u'12191', _2=u'13232')",6809,MDW,HOU
734,"Row(_1=u'11267', _2=u'13930')",6803,ORD,DAY
735,"Row(_1=u'12892', _2=u'14100')",6802,PHL,LAX
736,"Row(_1=u'14100', _2=u'12892')",6799,LAX,PHL
737,"Row(_1=u'15016', _2=u'14107')",6794,PHX,STL
738,"Row(_1=u'13232', _2=u'12191')",6789,HOU,MDW
739,"Row(_1=u'14893', _2=u'13891')",6786,ONT,SMF
740,"Row(_1=u'11433', _2=u'12266')",6768,IAH,DTW
741,"Row(_1=u'14107', _2=u'15016')",6765,STL,PHX
742,"Row(_1=u'13891', _2=u'14893')",6746,SMF,ONT
743,"Row(_1=u'10397', _2=u'14814')",6738,SHV,ATL
744,"Row(_1=u'14814', _2=u'10397')",6737,ATL,SHV
745,"Row(_1=u'11433', _2=u'11618')",6723,EWR,DTW
746,"Row(_1=u'13930', _2=u'11267')",6722,DAY,ORD
747,"Row(_1=u'11292', _2=u'13851')",6716,OKC,DEN
748,"Row(_1=u'10423', _2=u'14771')",6696,SFO,AUS
749,"Row(_1=u'13796', _2=u'14869')",6667,SLC,OAK
750,"Row(_1=u'13232', _2=u'10821')",6666,BWI,MDW
751,"Row(_1=u'10821', _2=u'13232')",6661,MDW,BWI
752,"Row(_1=u'14869', _2=u'13796')",6660,OAK,SLC
753,"Row(_1=u'14771', _2=u'10423')",6652,AUS,SFO
754,"Row(_1=u'11433', _2=u'10693')",6647,BNA,DTW
755,"Row(_1=u'10423', _2=u'13930')",6645,ORD,AUS
756,"Row(_1=u'11003', _2=u'13930')",6638,ORD,CID
757,"Row(_1=u'15016', _2=u'11292')",6637,DEN,STL
758,"Row(_1=u'10800', _2=u'14771')",6616,SFO,BUR
759,"Row(_1=u'13930', _2=u'10821')",6616,BWI,ORD
760,"Row(_1=u'10821', _2=u'13930')",6612,ORD,BWI
761,"Row(_1=u'10397', _2=u'11481')",6609,ECP,ATL
762,"Row(_1=u'11481', _2=u'10397')",6608,ATL,ECP
763,"Row(_1=u'12889', _2=u'14100')",6601,PHL,LAS
764,"Row(_1=u'12266', _2=u'11433')",6600,DTW,IAH
765,"Row(_1=u'14100', _2=u'12889')",6598,LAS,PHL
766,"Row(_1=u'14771', _2=u'10800')",6590,BUR,SFO
767,"Row(_1=u'11618', _2=u'11433')",6588,DTW,EWR
768,"Row(_1=u'11982', _2=u'11298')",6587,DFW,GRK
769,"Row(_1=u'11298', _2=u'11982')",6584,GRK,DFW
770,"Row(_1=u'12264', _2=u'10721')",6576,BOS,IAD
771,"Row(_1=u'10397', _2=u'10431')",6569,AVL,ATL
772,"Row(_1=u'10431', _2=u'10397')",6568,ATL,AVL
773,"Row(_1=u'14747', _2=u'14057')",6567,PDX,SEA
774,"Row(_1=u'14057', _2=u'14747')",6558,SEA,PDX
775,"Row(_1=u'13930', _2=u'10423')",6545,AUS,ORD
776,"Row(_1=u'13930', _2=u'15370')",6543,TUL,ORD
777,"Row(_1=u'12992', _2=u'10397')",6542,ATL,LIT
778,"Row(_1=u'10397', _2=u'12992')",6542,LIT,ATL
779,"Row(_1=u'13204', _2=u'14307')",6524,PVD,MCO
780,"Row(_1=u'12478', _2=u'10397')",6523,ATL,JFK
781,"Row(_1=u'12954', _2=u'14869')",6520,SLC,LGB
782,"Row(_1=u'14869', _2=u'12954')",6520,LGB,SLC
783,"Row(_1=u'10397', _2=u'12478')",6518,JFK,ATL
784,"Row(_1=u'14524', _2=u'10721')",6514,BOS,RIC
785,"Row(_1=u'13303', _2=u'15304')",6510,TPA,MIA
786,"Row(_1=u'11292', _2=u'10713')",6509,BOI,DEN
787,"Row(_1=u'15304', _2=u'13303')",6509,MIA,TPA
788,"Row(_1=u'10721', _2=u'14524')",6508,RIC,BOS
789,"Row(_1=u'10713', _2=u'11292')",6508,DEN,BOI
790,"Row(_1=u'10397', _2=u'11953')",6505,GNV,ATL
791,"Row(_1=u'14307', _2=u'13204')",6502,MCO,PVD
792,"Row(_1=u'11953', _2=u'10397')",6500,ATL,GNV
793,"Row(_1=u'15370', _2=u'13930')",6489,ORD,TUL
794,"Row(_1=u'13851', _2=u'11292')",6471,DEN,OKC
795,"Row(_1=u'10821', _2=u'14492')",6467,RDU,BWI
796,"Row(_1=u'14107', _2=u'13198')",6463,MCI,PHX
797,"Row(_1=u'11140', _2=u'12266')",6461,IAH,CRP
798,"Row(_1=u'14107', _2=u'10800')",6456,BUR,PHX
799,"Row(_1=u'12266', _2=u'11140')",6451,CRP,IAH
800,"Row(_1=u'14492', _2=u'10821')",6450,BWI,RDU
801,"Row(_1=u'13198', _2=u'14107')",6449,PHX,MCI
802,"Row(_1=u'10800', _2=u'14107')",6448,PHX,BUR
803,"Row(_1=u'13487', _2=u'13198')",6444,MCI,MSP
804,"Row(_1=u'12266', _2=u'13158')",6440,MAF,IAH
805,"Row(_1=u'13158', _2=u'12266')",6436,IAH,MAF
806,"Row(_1=u'13198', _2=u'13487')",6433,MSP,MCI
807,"Row(_1=u'15016', _2=u'11618')",6424,EWR,STL
808,"Row(_1=u'15370', _2=u'12266')",6418,IAH,TUL
809,"Row(_1=u'12266', _2=u'15370')",6413,TUL,IAH
810,"Row(_1=u'12339', _2=u'11292')",6404,DEN,IND
811,"Row(_1=u'13930', _2=u'12278')",6399,ICT,ORD
812,"Row(_1=u'12892', _2=u'13495')",6392,MSY,LAX
813,"Row(_1=u'13495', _2=u'12892')",6385,LAX,MSY
814,"Row(_1=u'12892', _2=u'11057')",6384,CLT,LAX
815,"Row(_1=u'15323', _2=u'10397')",6384,ATL,TRI
816,"Row(_1=u'11057', _2=u'12892')",6383,LAX,CLT
817,"Row(_1=u'12197', _2=u'10397')",6382,ATL,HPN
818,"Row(_1=u'10397', _2=u'12197')",6381,HPN,ATL
